"REF_DATE","GEO","DGUID","Level of study","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Saskatchewan","2016A000247","College","Number of graduates","Number","223","units","0","v90470135","9.1.1","3300","A","","","0"
"2015","Saskatchewan","2016A000247","College","Women+","Percent","239","units","0","v90470136","9.1.2","57","","","","0"
"2015","Saskatchewan","2016A000247","College","Average age at graduation","Years","308","units","0","v90470137","9.1.3","26","A","","","0"
"2015","Saskatchewan","2016A000247","College","Median age at graduation","Years","308","units","0","v90470138","9.1.4","23","A","","","0"
"2015","Saskatchewan","2016A000247","College","Under age 25 at graduation","Percent","239","units","0","v90470139","9.1.5","57","","","","0"
"2015","Saskatchewan","2016A000247","College","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470140","9.1.6","31","","","","0"
"2015","Saskatchewan","2016A000247","Bachelor's","Number of graduates","Number","223","units","0","v90470141","9.2.1","5000","A","","","0"
"2015","Saskatchewan","2016A000247","Bachelor's","Women+","Percent","239","units","0","v90470142","9.2.2","62","","","","0"
"2015","Saskatchewan","2016A000247","Bachelor's","Average age at graduation","Years","308","units","0","v90470143","9.2.3","26","A","","","0"
"2015","Saskatchewan","2016A000247","Bachelor's","Median age at graduation","Years","308","units","0","v90470144","9.2.4","24","A","","","0"
"2015","Saskatchewan","2016A000247","Bachelor's","Under age 25 at graduation","Percent","239","units","0","v90470145","9.2.5","58","","","","0"
"2015","Saskatchewan","2016A000247","Bachelor's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470146","9.2.6","33","","","","0"
"2015","Saskatchewan","2016A000247","Master's","Number of graduates","Number","223","units","0","v90470147","9.3.1","1300","A","","","0"
"2015","Saskatchewan","2016A000247","Master's","Women+","Percent","239","units","0","v90470148","9.3.2","59","","","","0"
"2015","Saskatchewan","2016A000247","Master's","Average age at graduation","Years","308","units","0","v90470149","9.3.3","32","A","","","0"
"2015","Saskatchewan","2016A000247","Master's","Median age at graduation","Years","308","units","0","v90470150","9.3.4","29","A","","","0"
"2015","Saskatchewan","2016A000247","Master's","Under age 25 at graduation","Percent","239","units","0","v90470151","9.3.5","12","","","","0"
"2015","Saskatchewan","2016A000247","Master's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470152","9.3.6","24","","","","0"
"2015","Saskatchewan","2016A000247","Doctorate","Number of graduates","Number","223","units","0","v90470153","9.4.1","200","A","","","0"
"2015","Saskatchewan","2016A000247","Doctorate","Women+","Percent","239","units","0","v90470154","9.4.2","45","","","","0"
"2015","Saskatchewan","2016A000247","Doctorate","Average age at graduation","Years","308","units","0","v90470155","9.4.3","36","A","","","0"
"2015","Saskatchewan","2016A000247","Doctorate","Median age at graduation","Years","308","units","0","v90470156","9.4.4","33","A","","","0"
"2015","Saskatchewan","2016A000247","Doctorate","Under age 25 at graduation","Percent","239","units","0","v90470157","9.4.5","","..","","","0"
"2015","Saskatchewan","2016A000247","Doctorate","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470158","9.4.6","10","","","","0"
"2015","Alberta","2016A000248","College","Number of graduates","Number","223","units","0","v90470159","10.1.1","16400","A","","","0"
"2015","Alberta","2016A000248","College","Women+","Percent","239","units","0","v90470160","10.1.2","61","","","","0"
"2015","Alberta","2016A000248","College","Average age at graduation","Years","308","units","0","v90470161","10.1.3","26","A","","","0"
"2015","Alberta","2016A000248","College","Median age at graduation","Years","308","units","0","v90470162","10.1.4","23","A","","","0"
"2015","Alberta","2016A000248","College","Under age 25 at graduation","Percent","239","units","0","v90470163","10.1.5","57","","","","0"
"2015","Alberta","2016A000248","College","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470164","10.1.6","34","","","","0"
"2015","Alberta","2016A000248","Bachelor's","Number of graduates","Number","223","units","0","v90470165","10.2.1","17400","A","","","0"
"2015","Alberta","2016A000248","Bachelor's","Women+","Percent","239","units","0","v90470166","10.2.2","61","","","","0"
"2015","Alberta","2016A000248","Bachelor's","Average age at graduation","Years","308","units","0","v90470167","10.2.3","25","A","","","0"
"2015","Alberta","2016A000248","Bachelor's","Median age at graduation","Years","308","units","0","v90470168","10.2.4","23","A","","","0"
"2015","Alberta","2016A000248","Bachelor's","Under age 25 at graduation","Percent","239","units","0","v90470169","10.2.5","64","","","","0"
"2015","Alberta","2016A000248","Bachelor's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470170","10.2.6","36","","","","0"
"2015","Alberta","2016A000248","Master's","Number of graduates","Number","223","units","0","v90470171","10.3.1","4200","A","","","0"
"2015","Alberta","2016A000248","Master's","Women+","Percent","239","units","0","v90470172","10.3.2","63","","","","0"
"2015","Alberta","2016A000248","Master's","Average age at graduation","Years","308","units","0","v90470173","10.3.3","33","A","","","0"
"2015","Alberta","2016A000248","Master's","Median age at graduation","Years","308","units","0","v90470174","10.3.4","31","A","","","0"
"2015","Alberta","2016A000248","Master's","Under age 25 at graduation","Percent","239","units","0","v90470175","10.3.5","10","","","","0"
"2015","Alberta","2016A000248","Master's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470176","10.3.6","22","","","","0"
"2015","Alberta","2016A000248","Doctorate","Number of graduates","Number","223","units","0","v90470177","10.4.1","500","A","","","0"
"2015","Alberta","2016A000248","Doctorate","Women+","Percent","239","units","0","v90470178","10.4.2","46","","","","0"
"2015","Alberta","2016A000248","Doctorate","Average age at graduation","Years","308","units","0","v90470179","10.4.3","36","A","","","0"
"2015","Alberta","2016A000248","Doctorate","Median age at graduation","Years","308","units","0","v90470180","10.4.4","33","A","","","0"
"2015","Alberta","2016A000248","Doctorate","Under age 25 at graduation","Percent","239","units","0","v90470181","10.4.5","","..","","","0"
"2015","Alberta","2016A000248","Doctorate","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470182","10.4.6","10","","","","0"
"2015","British Columbia","2016A000259","College","Number of graduates","Number","223","units","0","v90470183","11.1.1","24400","A","","","0"
"2015","British Columbia","2016A000259","College","Women+","Percent","239","units","0","v90470184","11.1.2","53","","","","0"
"2015","British Columbia","2016A000259","College","Average age at graduation","Years","308","units","0","v90470185","11.1.3","29","A","","","0"
"2015","British Columbia","2016A000259","College","Median age at graduation","Years","308","units","0","v90470186","11.1.4","25","A","","","0"
"2015","British Columbia","2016A000259","College","Under age 25 at graduation","Percent","239","units","0","v90470187","11.1.5","47","","","","0"
"2015","British Columbia","2016A000259","College","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470188","11.1.6","39","","","","0"
"2015","British Columbia","2016A000259","Bachelor's","Number of graduates","Number","223","units","0","v90470189","11.2.1","23500","A","","","0"
"2015","British Columbia","2016A000259","Bachelor's","Women+","Percent","239","units","0","v90470190","11.2.2","60","","","","0"
"2015","British Columbia","2016A000259","Bachelor's","Average age at graduation","Years","308","units","0","v90470191","11.2.3","26","A","","","0"
"2015","British Columbia","2016A000259","Bachelor's","Median age at graduation","Years","308","units","0","v90470192","11.2.4","24","A","","","0"
"2015","British Columbia","2016A000259","Bachelor's","Under age 25 at graduation","Percent","239","units","0","v90470193","11.2.5","59","","","","0"
"2015","British Columbia","2016A000259","Bachelor's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470194","11.2.6","41","","","","0"
"2015","British Columbia","2016A000259","Master's","Number of graduates","Number","223","units","0","v90470195","11.3.1","6000","A","","","0"
"2015","British Columbia","2016A000259","Master's","Women+","Percent","239","units","0","v90470196","11.3.2","58","","","","0"
"2015","British Columbia","2016A000259","Master's","Average age at graduation","Years","308","units","0","v90470197","11.3.3","33","A","","","0"
"2015","British Columbia","2016A000259","Master's","Median age at graduation","Years","308","units","0","v90470198","11.3.4","30","A","","","0"
"2015","British Columbia","2016A000259","Master's","Under age 25 at graduation","Percent","239","units","0","v90470199","11.3.5","13","","","","0"
"2015","British Columbia","2016A000259","Master's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470200","11.3.6","27","","","","0"
"2015","British Columbia","2016A000259","Doctorate","Number of graduates","Number","223","units","0","v90470201","11.4.1","500","A","","","0"
"2015","British Columbia","2016A000259","Doctorate","Women+","Percent","239","units","0","v90470202","11.4.2","49","","","","0"
"2015","British Columbia","2016A000259","Doctorate","Average age at graduation","Years","308","units","0","v90470203","11.4.3","35","A","","","0"
"2015","British Columbia","2016A000259","Doctorate","Median age at graduation","Years","308","units","0","v90470204","11.4.4","32","A","","","0"
"2015","British Columbia","2016A000259","Doctorate","Under age 25 at graduation","Percent","239","units","0","v90470205","11.4.5","","..","","","0"
"2015","British Columbia","2016A000259","Doctorate","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470206","11.4.6","9","","","","0"
"2020","Canada","2016A000011124","College","Number of graduates","Number","223","units","0","v90469943","1.1.1","222900","A","","","0"
"2020","Canada","2016A000011124","College","Women+","Percent","239","units","0","v90469944","1.1.2","55","A","","","0"
"2020","Canada","2016A000011124","College","Average age at graduation","Years","308","units","0","v90469945","1.1.3","27","A","","","0"
"2020","Canada","2016A000011124","College","Median age at graduation","Years","308","units","0","v90469946","1.1.4","24","A","","","0"
"2020","Canada","2016A000011124","College","Under age 25 at graduation","Percent","239","units","0","v90469947","1.1.5","52","A","","","0"
"2020","Canada","2016A000011124","College","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90469948","1.1.6","28","A","","","0"
"2020","Canada","2016A000011124","Bachelor's","Number of graduates","Number","223","units","0","v90469949","1.2.1","239200","A","","","0"
"2020","Canada","2016A000011124","Bachelor's","Women+","Percent","239","units","0","v90469950","1.2.2","58","A","","","0"
"2020","Canada","2016A000011124","Bachelor's","Average age at graduation","Years","308","units","0","v90469951","1.2.3","25","A","","","0"
"2020","Canada","2016A000011124","Bachelor's","Median age at graduation","Years","308","units","0","v90469952","1.2.4","23","A","","","0"
"2020","Canada","2016A000011124","Bachelor's","Under age 25 at graduation","Percent","239","units","0","v90469953","1.2.5","66","A","","","0"
"2020","Canada","2016A000011124","Bachelor's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90469954","1.2.6","40","A","","","0"
"2020","Canada","2016A000011124","Master's","Number of graduates","Number","223","units","0","v90469955","1.3.1","64000","A","","","0"
"2020","Canada","2016A000011124","Master's","Women+","Percent","239","units","0","v90469956","1.3.2","57","A","","","0"
"2020","Canada","2016A000011124","Master's","Average age at graduation","Years","308","units","0","v90469957","1.3.3","31","A","","","0"
"2020","Canada","2016A000011124","Master's","Median age at graduation","Years","308","units","0","v90469958","1.3.4","27","A","","","0"
"2020","Canada","2016A000011124","Master's","Under age 25 at graduation","Percent","239","units","0","v90469959","1.3.5","24","A","","","0"
"2020","Canada","2016A000011124","Master's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90469960","1.3.6","21","A","","","0"
"2020","Canada","2016A000011124","Doctorate","Number of graduates","Number","223","units","0","v90469961","1.4.1","6600","A","","","0"
"2020","Canada","2016A000011124","Doctorate","Women+","Percent","239","units","0","v90469962","1.4.2","49","A","","","0"
"2020","Canada","2016A000011124","Doctorate","Average age at graduation","Years","308","units","0","v90469963","1.4.3","35","A","","","0"
"2020","Canada","2016A000011124","Doctorate","Median age at graduation","Years","308","units","0","v90469964","1.4.4","32","A","","","0"
"2020","Canada","2016A000011124","Doctorate","Under age 25 at graduation","Percent","239","units","0","v90469965","1.4.5","","0s","","","0"
"2020","Canada","2016A000011124","Doctorate","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90469966","1.4.6","9","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","College","Number of graduates","Number","223","units","0","v90469967","2.1.1","2000","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","College","Women+","Percent","239","units","0","v90469968","2.1.2","49","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","College","Average age at graduation","Years","308","units","0","v90469969","2.1.3","25","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","College","Median age at graduation","Years","308","units","0","v90469970","2.1.4","22","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","College","Under age 25 at graduation","Percent","239","units","0","v90469971","2.1.5","65","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","College","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90469972","2.1.6","21","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Bachelor's","Number of graduates","Number","223","units","0","v90469973","2.2.1","2300","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Bachelor's","Women+","Percent","239","units","0","v90469974","2.2.2","59","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Bachelor's","Average age at graduation","Years","308","units","0","v90469975","2.2.3","25","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Bachelor's","Median age at graduation","Years","308","units","0","v90469976","2.2.4","23","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Bachelor's","Under age 25 at graduation","Percent","239","units","0","v90469977","2.2.5","68","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Bachelor's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90469978","2.2.6","45","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Master's","Number of graduates","Number","223","units","0","v90469979","2.3.1","900","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Master's","Women+","Percent","239","units","0","v90469980","2.3.2","52","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Master's","Average age at graduation","Years","308","units","0","v90469981","2.3.3","33","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Master's","Median age at graduation","Years","308","units","0","v90469982","2.3.4","29","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Master's","Under age 25 at graduation","Percent","239","units","0","v90469983","2.3.5","11","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Master's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90469984","2.3.6","24","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Doctorate","Number of graduates","Number","223","units","0","v90469985","2.4.1","100","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Doctorate","Women+","Percent","239","units","0","v90469986","2.4.2","39","B","","","0"
"2020","Newfoundland and Labrador","2016A000210","Doctorate","Average age at graduation","Years","308","units","0","v90469987","2.4.3","34","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Doctorate","Median age at graduation","Years","308","units","0","v90469988","2.4.4","32","A","","","0"
"2020","Newfoundland and Labrador","2016A000210","Doctorate","Under age 25 at graduation","Percent","239","units","0","v90469989","2.4.5","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Doctorate","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90469990","2.4.6","","x","","","0"
"2020","Prince Edward Island","2016A000211","College","Number of graduates","Number","223","units","0","v90469991","3.1.1","1100","A","","","0"
"2020","Prince Edward Island","2016A000211","College","Women+","Percent","239","units","0","v90469992","3.1.2","50","A","","","0"
"2020","Prince Edward Island","2016A000211","College","Average age at graduation","Years","308","units","0","v90469993","3.1.3","25","A","","","0"
"2020","Prince Edward Island","2016A000211","College","Median age at graduation","Years","308","units","0","v90469994","3.1.4","22","A","","","0"
"2020","Prince Edward Island","2016A000211","College","Under age 25 at graduation","Percent","239","units","0","v90469995","3.1.5","62","A","","","0"
"2020","Prince Edward Island","2016A000211","College","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90469996","3.1.6","28","A","","","0"
"2020","Prince Edward Island","2016A000211","Bachelor's","Number of graduates","Number","223","units","0","v90469997","3.2.1","700","A","","","0"
"2020","Prince Edward Island","2016A000211","Bachelor's","Women+","Percent","239","units","0","v90469998","3.2.2","59","A","","","0"
"2020","Prince Edward Island","2016A000211","Bachelor's","Average age at graduation","Years","308","units","0","v90469999","3.2.3","25","A","","","0"
"2020","Prince Edward Island","2016A000211","Bachelor's","Median age at graduation","Years","308","units","0","v90470000","3.2.4","23","A","","","0"
"2020","Prince Edward Island","2016A000211","Bachelor's","Under age 25 at graduation","Percent","239","units","0","v90470001","3.2.5","66","A","","","0"
"2020","Prince Edward Island","2016A000211","Bachelor's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470002","3.2.6","36","A","","","0"
"2020","Prince Edward Island","2016A000211","Master's","Number of graduates","Number","223","units","0","v90470003","3.3.1","200","A","","","0"
"2020","Prince Edward Island","2016A000211","Master's","Women+","Percent","239","units","0","v90470004","3.3.2","63","B","","","0"
"2020","Prince Edward Island","2016A000211","Master's","Average age at graduation","Years","308","units","0","v90470005","3.3.3","35","A","","","0"
"2020","Prince Edward Island","2016A000211","Master's","Median age at graduation","Years","308","units","0","v90470006","3.3.4","32","A","","","0"
"2020","Prince Edward Island","2016A000211","Master's","Under age 25 at graduation","Percent","239","units","0","v90470007","3.3.5","13","B","","","0"
"2020","Prince Edward Island","2016A000211","Master's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470008","3.3.6","26","B","","","0"
"2020","Prince Edward Island","2016A000211","Doctorate","Number of graduates","Number","223","units","0","v90470009","3.4.1","","x","","","0"
"2020","Prince Edward Island","2016A000211","Doctorate","Women+","Percent","239","units","0","v90470010","3.4.2","","x","","","0"
"2020","Prince Edward Island","2016A000211","Doctorate","Average age at graduation","Years","308","units","0","v90470011","3.4.3","","x","","","0"
"2020","Prince Edward Island","2016A000211","Doctorate","Median age at graduation","Years","308","units","0","v90470012","3.4.4","","x","","","0"
"2020","Prince Edward Island","2016A000211","Doctorate","Under age 25 at graduation","Percent","239","units","0","v90470013","3.4.5","","x","","","0"
"2020","Prince Edward Island","2016A000211","Doctorate","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470014","3.4.6","","x","","","0"
"2020","Nova Scotia","2016A000212","College","Number of graduates","Number","223","units","0","v90470015","4.1.1","4100","A","","","0"
"2020","Nova Scotia","2016A000212","College","Women+","Percent","239","units","0","v90470016","4.1.2","53","A","","","0"
"2020","Nova Scotia","2016A000212","College","Average age at graduation","Years","308","units","0","v90470017","4.1.3","27","A","","","0"
"2020","Nova Scotia","2016A000212","College","Median age at graduation","Years","308","units","0","v90470018","4.1.4","23","A","","","0"
"2020","Nova Scotia","2016A000212","College","Under age 25 at graduation","Percent","239","units","0","v90470019","4.1.5","55","A","","","0"
"2020","Nova Scotia","2016A000212","College","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470020","4.1.6","19","A","","","0"
"2020","Nova Scotia","2016A000212","Bachelor's","Number of graduates","Number","223","units","0","v90470021","4.2.1","8500","A","","","0"
"2020","Nova Scotia","2016A000212","Bachelor's","Women+","Percent","239","units","0","v90470022","4.2.2","58","A","","","0"
"2020","Nova Scotia","2016A000212","Bachelor's","Average age at graduation","Years","308","units","0","v90470023","4.2.3","25","A","","","0"
"2020","Nova Scotia","2016A000212","Bachelor's","Median age at graduation","Years","308","units","0","v90470024","4.2.4","22","A","","","0"
"2020","Nova Scotia","2016A000212","Bachelor's","Under age 25 at graduation","Percent","239","units","0","v90470025","4.2.5","69","A","","","0"
"2020","Nova Scotia","2016A000212","Bachelor's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470026","4.2.6","37","A","","","0"
"2020","Nova Scotia","2016A000212","Master's","Number of graduates","Number","223","units","0","v90470027","4.3.1","2300","A","","","0"
"2020","Nova Scotia","2016A000212","Master's","Women+","Percent","239","units","0","v90470028","4.3.2","59","A","","","0"
"2020","Nova Scotia","2016A000212","Master's","Average age at graduation","Years","308","units","0","v90470029","4.3.3","32","A","","","0"
"2020","Nova Scotia","2016A000212","Master's","Median age at graduation","Years","308","units","0","v90470030","4.3.4","28","A","","","0"
"2020","Nova Scotia","2016A000212","Master's","Under age 25 at graduation","Percent","239","units","0","v90470031","4.3.5","18","A","","","0"
"2020","Nova Scotia","2016A000212","Master's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470032","4.3.6","16","A","","","0"
"2020","Nova Scotia","2016A000212","Doctorate","Number of graduates","Number","223","units","0","v90470033","4.4.1","100","A","","","0"
"2020","Nova Scotia","2016A000212","Doctorate","Women+","Percent","239","units","0","v90470034","4.4.2","41","B","","","0"
"2020","Nova Scotia","2016A000212","Doctorate","Average age at graduation","Years","308","units","0","v90470035","4.4.3","35","A","","","0"
"2020","Nova Scotia","2016A000212","Doctorate","Median age at graduation","Years","308","units","0","v90470036","4.4.4","31","A","","","0"
"2020","Nova Scotia","2016A000212","Doctorate","Under age 25 at graduation","Percent","239","units","0","v90470037","4.4.5","","x","","","0"
"2020","Nova Scotia","2016A000212","Doctorate","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470038","4.4.6","9","A","","","0"
"2020","New Brunswick","2016A000213","College","Number of graduates","Number","223","units","0","v90470039","5.1.1","3400","A","","","0"
"2020","New Brunswick","2016A000213","College","Women+","Percent","239","units","0","v90470040","5.1.2","48","A","","","0"
"2020","New Brunswick","2016A000213","College","Average age at graduation","Years","308","units","0","v90470041","5.1.3","27","A","","","0"
"2020","New Brunswick","2016A000213","College","Median age at graduation","Years","308","units","0","v90470042","5.1.4","23","A","","","0"
"2020","New Brunswick","2016A000213","College","Under age 25 at graduation","Percent","239","units","0","v90470043","5.1.5","54","A","","","0"
"2020","New Brunswick","2016A000213","College","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470044","5.1.6","18","A","","","0"
"2020","New Brunswick","2016A000213","Bachelor's","Number of graduates","Number","223","units","0","v90470045","5.2.1","3500","A","","","0"
"2020","New Brunswick","2016A000213","Bachelor's","Women+","Percent","239","units","0","v90470046","5.2.2","63","A","","","0"
"2020","New Brunswick","2016A000213","Bachelor's","Average age at graduation","Years","308","units","0","v90470047","5.2.3","25","A","","","0"
"2020","New Brunswick","2016A000213","Bachelor's","Median age at graduation","Years","308","units","0","v90470048","5.2.4","22","A","","","0"
"2020","New Brunswick","2016A000213","Bachelor's","Under age 25 at graduation","Percent","239","units","0","v90470049","5.2.5","73","A","","","0"
"2020","New Brunswick","2016A000213","Bachelor's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470050","5.2.6","38","A","","","0"
"2020","New Brunswick","2016A000213","Master's","Number of graduates","Number","223","units","0","v90470051","5.3.1","600","A","","","0"
"2020","New Brunswick","2016A000213","Master's","Women+","Percent","239","units","0","v90470052","5.3.2","58","A","","","0"
"2020","New Brunswick","2016A000213","Master's","Average age at graduation","Years","308","units","0","v90470053","5.3.3","33","A","","","0"
"2020","New Brunswick","2016A000213","Master's","Median age at graduation","Years","308","units","0","v90470054","5.3.4","30","A","","","0"
"2020","New Brunswick","2016A000213","Master's","Under age 25 at graduation","Percent","239","units","0","v90470055","5.3.5","13","A","","","0"
"2020","New Brunswick","2016A000213","Master's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470056","5.3.6","16","A","","","0"
"2020","New Brunswick","2016A000213","Doctorate","Number of graduates","Number","223","units","0","v90470057","5.4.1","100","A","","","0"
"2020","New Brunswick","2016A000213","Doctorate","Women+","Percent","239","units","0","v90470058","5.4.2","48","B","","","0"
"2020","New Brunswick","2016A000213","Doctorate","Average age at graduation","Years","308","units","0","v90470059","5.4.3","37","A","","","0"
"2020","New Brunswick","2016A000213","Doctorate","Median age at graduation","Years","308","units","0","v90470060","5.4.4","33","B","","","0"
"2020","New Brunswick","2016A000213","Doctorate","Under age 25 at graduation","Percent","239","units","0","v90470061","5.4.5","","x","","","0"
"2020","New Brunswick","2016A000213","Doctorate","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470062","5.4.6","","x","","","0"
"2020","Quebec","2016A000224","College","Number of graduates","Number","223","units","0","v90470063","6.1.1","31000","A","","","0"
"2020","Quebec","2016A000224","College","Women+","Percent","239","units","0","v90470064","6.1.2","58","A","","","0"
"2020","Quebec","2016A000224","College","Average age at graduation","Years","308","units","0","v90470065","6.1.3","28","A","","","0"
"2020","Quebec","2016A000224","College","Median age at graduation","Years","308","units","0","v90470066","6.1.4","24","A","","","0"
"2020","Quebec","2016A000224","College","Under age 25 at graduation","Percent","239","units","0","v90470067","6.1.5","51","A","","","0"
"2020","Quebec","2016A000224","College","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470068","6.1.6","38","A","","","0"
"2020","Quebec","2016A000224","Bachelor's","Number of graduates","Number","223","units","0","v90470069","6.2.1","64300","A","","","0"
"2020","Quebec","2016A000224","Bachelor's","Women+","Percent","239","units","0","v90470070","6.2.2","58","A","","","0"
"2020","Quebec","2016A000224","Bachelor's","Average age at graduation","Years","308","units","0","v90470071","6.2.3","27","A","","","0"
"2020","Quebec","2016A000224","Bachelor's","Median age at graduation","Years","308","units","0","v90470072","6.2.4","24","A","","","0"
"2020","Quebec","2016A000224","Bachelor's","Under age 25 at graduation","Percent","239","units","0","v90470073","6.2.5","54","A","","","0"
"2020","Quebec","2016A000224","Bachelor's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470074","6.2.6","45","A","","","0"
"2020","Quebec","2016A000224","Master's","Number of graduates","Number","223","units","0","v90470075","6.3.1","18600","A","","","0"
"2020","Quebec","2016A000224","Master's","Women+","Percent","239","units","0","v90470076","6.3.2","56","A","","","0"
"2020","Quebec","2016A000224","Master's","Average age at graduation","Years","308","units","0","v90470077","6.3.3","31","A","","","0"
"2020","Quebec","2016A000224","Master's","Median age at graduation","Years","308","units","0","v90470078","6.3.4","27","A","","","0"
"2020","Quebec","2016A000224","Master's","Under age 25 at graduation","Percent","239","units","0","v90470079","6.3.5","20","A","","","0"
"2020","Quebec","2016A000224","Master's","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470080","6.3.6","24","A","","","0"
"2020","Quebec","2016A000224","Doctorate","Number of graduates","Number","223","units","0","v90470081","6.4.1","1900","A","","","0"
"2020","Quebec","2016A000224","Doctorate","Women+","Percent","239","units","0","v90470082","6.4.2","49","A","","","0"
"2020","Quebec","2016A000224","Doctorate","Average age at graduation","Years","308","units","0","v90470083","6.4.3","35","A","","","0"
"2020","Quebec","2016A000224","Doctorate","Median age at graduation","Years","308","units","0","v90470084","6.4.4","32","A","","","0"
"2020","Quebec","2016A000224","Doctorate","Under age 25 at graduation","Percent","239","units","0","v90470085","6.4.5","1","A","","","0"
"2020","Quebec","2016A000224","Doctorate","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470086","6.4.6","11","A","","","0"
"2020","Ontario","2016A000235","College","Number of graduates","Number","223","units","0","v90470087","7.1.1","127700","A","","","0"
"2020","Ontario","2016A000235","College","Women+","Percent","239","units","0","v90470088","7.1.2","54","A","","","0"
"2020","Ontario","2016A000235","College","Average age at graduation","Years","308","units","0","v90470089","7.1.3","26","A","","","0"
"2020","Ontario","2016A000235","College","Median age at graduation","Years","308","units","0","v90470090","7.1.4","24","A","","","0"
"2020","Ontario","2016A000235","College","Under age 25 at graduation","Percent","239","units","0","v90470091","7.1.5","54","A","","","0"
"2020","Ontario","2016A000235","College","Pursued further postsecondary education between graduation and time of interview","Percent","239","units","0","v90470092","7.1.6","28","A","","","0"
"2020","Ontario","2016A000235","Bachelor's","Number of graduates","Number","223","units","0","v90470093","7.2.1","93800","A","","","0"
"2020","Ontario","2016A000235","Bachelor's","Women+","Percent","239","units","0","v90470094","7.2.2","57","A","","","0"
"2020","Ontario","2016A000235","Bachelor's","Average age at graduation","Years","308","units","0","v90470095","7.2.3","24","A","","","0"
"2020","Ontario","2016A000235","Bachelor's","Median age at graduation","Years","308","units","0","v90470096","7.2.4","22","A","","","0"
"2020","Ontario","2016A000235","Bachelor's","Under age 25 at graduation","Percent","239","units","0","v90470097","7.2.5","76","A","","","0"
